STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/1/2017,,,0,,0,62,73,54,56,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/1/2017,,,0,0,0,,89,57,72,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/1/2017,,,0,,0,62,70,56,56,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/1/2017,,,,,,78,96,61,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/2/2017,,,,,,71,85,54,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/2/2017,,,0,,,,97,54,69,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/2/2017,,,0,,0,63,78,53,55,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/2/2017,,,0,0,0,,87,52,70,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/2/2017,,,0,,0,63,75,53,53,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/2/2017,,,,,,79,97,60,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/3/2017,,,,,,67,81,50,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/3/2017,,,0,,,,96,60,77,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/3/2017,,,0,,0,62,74,51,62,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/3/2017,,,0,0,0,,90,59,70,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/3/2017,,,0,,0,60,71,49,59,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/3/2017,,,,,,78,93,63,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/4/2017,,,,,,72,87,56,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/4/2017,,,0,,,,96,63,69,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/4/2017,,,0,,0,67,78,60,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/4/2017,,,0,0,0,,87,54,73,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/4/2017,,,0,,0,66,77,57,63,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/4/2017,,,,,,76,99,55,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/5/2017,,,,,,77,92,61,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/5/2017,,,0,,,,98,57,63,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/5/2017,,,0,,0,71,83,60,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/5/2017,,,0,0,0,,91,59,76,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/5/2017,,,0,,0,70,82,61,61,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/5/2017,,,,,,82,104,63,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/6/2017,,,,,,79,95,61,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/6/2017,,,0,,,,98,63,71,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/6/2017,,,0,,0,71,86,60,68,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/6/2017,,,0,0,0,,96,65,77,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/6/2017,,,0,,0,71,85,60,68,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/6/2017,,,,,,85,107,66,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/7/2017,,,,,,76,90,60,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/7/2017,,,0,,,,104,62,66,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/7/2017,,,0,,0,70,83,59,60,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/7/2017,,,0,0,0,,98,64,77,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/7/2017,,,0,,0,70,80,59,63,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/7/2017,,,,,,82,101,65,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/8/2017,,,,,,75,91,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/8/2017,,,0,,,,102,61,66,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/8/2017,,,0,,0,69,83,59,59,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/8/2017,,,0,0,0,,93,57,82,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/8/2017,,,0,,0,69,77,60,64,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/8/2017,,,,,,79,100,56,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/9/2017,,,,,,72,86,62,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/9/2017,,,0,,,,94,66,73,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/9/2017,,,0,,0,64,78,54,54,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/9/2017,,,0,0,0,,94,56,73,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/9/2017,,,0,,0,64,76,55,55,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/9/2017,,,,,,81,98,65,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/10/2017,,,,,,66,80,55,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/10/2017,,,0,,,,98,68,69,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/10/2017,,,0,,0,59,73,49,49,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/10/2017,,,0,0,0,,90,61,71,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/10/2017,,,0,,0,58,70,49,49,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/10/2017,,,,,,77,88,65,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/11/2017,,,,,,65,80,46,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/11/2017,,,0,,,,90,58,61,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/11/2017,,,0,,0,58,72,46,56,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/11/2017,,,0,0,0,,84,48,66,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/11/2017,,,0,,0,57,70,45,56,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/11/2017,,,,,,73,91,56,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/11/2017,15,0,,,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/12/2017,,,,,,70,85,52,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/12/2017,,,0,,,,87,61,67,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/12/2017,,,0,,0,63,78,53,58,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/12/2017,,,0,0,0,,84,54,69,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/12/2017,,,0,,0,63,74,52,60,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/12/2017,,,,,,78,97,57,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/12/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/13/2017,,,,,,69,85,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/13/2017,,,0,,,,96,67,70,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/13/2017,,,0,,0,63,77,52,60,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/13/2017,,,0,0,0,,88,55,70,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/13/2017,,,0,,0,63,74,52,58,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/13/2017,,,,,,79,94,64,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/14/2017,,,,,,74,88,56,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/14/2017,,,0,,,,95,59,62,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/14/2017,,,0,,0,68,81,58,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/14/2017,,,0,0,0,,86,53,74,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/14/2017,,,0,,0,66,76,56,62,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/14/2017,,,,,,78,98,57,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/14/2017,2,0,,,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/15/2017,,,,,,71,82,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/15/2017,,,0,,,,94,62,77,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/15/2017,,,0,,0,63,76,53,53,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/15/2017,,,0,0,0,,92,63,76,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/15/2017,,,0,,0,62,73,52,52,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/15/2017,,,,,,80,96,63,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/15/2017,,,0,,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/16/2017,,,,,,62,75,47,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/16/2017,,,0,,,,97,62,71,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/16/2017,,,0,,0,55,68,47,48,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/16/2017,,,0,0,0,,88,50,66,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/16/2017,,,0,,0,55,66,46,53,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/16/2017,,,,,,72,88,57,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/16/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/17/2017,,,,,,63,78,47,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/17/2017,,,0,,,,97,53,55,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/17/2017,,,0,,0,57,69,47,55,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/17/2017,,,0,0,0,,80,47,61,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/17/2017,,,0,,0,57,67,46,55,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/17/2017,,,,,,72,91,54,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/17/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/18/2017,,,,,,69,83,53,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/18/2017,,,0,,,,87,51,55,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/18/2017,,,0,,0,63,77,53,53,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/18/2017,,,0,0,0,,82,51,66,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/18/2017,,,0,,0,61,71,51,53,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/18/2017,,,,,,76,98,51,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/18/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/19/2017,,,,,,68,83,53,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/19/2017,,,0,,,,92,55,68,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/19/2017,,,0,,0,61,77,51,52,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/19/2017,,,0,0,0,,88,51,69,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/19/2017,,,0,,0,60,74,51,52,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/19/2017,,,,,,79,94,67,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/19/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/20/2017,,,,,,62,76,50,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/20/2017,,,0,,,,94,62,65,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/20/2017,,,0,,0,56,70,46,51,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/20/2017,,,0,0,0,,88,53,64,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/20/2017,,,0,,0,55,67,46,50,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/20/2017,,,,,,73,85,60,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/20/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/21/2017,,,,,,65,80,47,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/21/2017,,,0,,,,86,54,59,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/21/2017,,,0,,0,58,72,48,53,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/21/2017,,,0,0,0,,80,50,65,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/21/2017,,,0,,0,57,69,47,55,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/21/2017,,,,,,73,91,56,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/22/2017,,,,,,71,85,53,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/22/2017,,,0,,,,85,57,64,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/22/2017,,,0,,0,64,78,53,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/22/2017,,,0,0,0,,84,55,72,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/22/2017,,,0,,0,64,74,53,63,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/22/2017,,,,,,78,97,56,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/23/2017,,,,,,76,90,61,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/23/2017,,,0,,,,95,61,66,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/23/2017,,,0,,0,69,84,61,63,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/23/2017,,,0,0,0,,90,61,76,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/23/2017,,,0,,0,68,80,59,64,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/23/2017,,,,,,82,102,64,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/24/2017,,,,,,72,84,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/24/2017,,,0,,,,104,58,61,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/24/2017,,,0,,0,65,76,56,63,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/24/2017,,,0,0,0,,95,57,74,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/24/2017,,,0,,0,62,70,54,62,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/24/2017,,,,,,79,94,59,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/24/2017,4,0,,,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/25/2017,,,,,,72,86,57,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/25/2017,,,0,,,,92,54,58,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/25/2017,,,0,,0,67,80,57,64,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/25/2017,,,0,0,0,,87,57,68,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/25/2017,,,0,,0,64,74,56,63,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/25/2017,,,,,,78,101,53,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/25/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/26/2017,,,,,,72,86,60,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/26/2017,,,0,,,,95,58,64,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/26/2017,,,0,,0,67,80,60,62,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/26/2017,,,0,0,0,,92,61,75,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/26/2017,,,0,,0,66,77,59,60,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/26/2017,,,,,,82,100,62,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/26/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/27/2017,,,,,,71,85,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/27/2017,,,0,,,,100,64,73,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/27/2017,,,0,,0,64,77,56,58,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/27/2017,,,0,0,0,,91,61,74,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/27/2017,,,0,,0,63,76,55,61,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/27/2017,,,,,,81,95,70,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/27/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/28/2017,,,,,,72,84,57,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/28/2017,,,0,,,,97,62,66,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/28/2017,,,0,,0,66,78,58,62,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/28/2017,,,0,0,0,,89,54,76,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/28/2017,,,0,,0,65,74,56,62,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/28/2017,,,,,,78,96,61,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/28/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/29/2017,,,,,,73,88,58,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/29/2017,,,0,,,,99,65,69,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/29/2017,,,0,,0,67,81,58,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/29/2017,,,0,0,0,,90,56,71,,,,,,,,
USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",MORROW,45.19,-119.25,1758.7,7/29/2017,,,0,,0,67,77,58,63,0,,,,,,,
USR0000OUMA,"UMATILLA NWR OREGON, OR US",MORROW,45.9167,-119.5667,82.3,7/29/2017,,,,,,79,99,59,,,,,,,,,
US1ORMW0006,"HEPPNER 0.3 SSE, OR US",MORROW,45.34998,-119.55038,601.1,7/29/2017,,,0,0,,,,,,,,,,,,,
USR0000OTUP,"TUPPER OREGON, OR US",MORROW,45.0708,-119.49,1219.2,7/30/2017,,,,,,72,86,57,,,,,,,,,
USC00350858,"BOARDMAN, OR US",MORROW,45.8472,-119.6933,85.3,7/30/2017,,,0,,,,94,63,70,,,,,,,,
USS0019D03S,"MADISON BUTTE, OR US",MORROW,45.11,-119.5,1569.7,7/30/2017,,,0,,0,66,79,58,61,0,,,,,,,
USC00353827,"HEPPNER, OR US",MORROW,45.3653,-119.5639,574.5,7/30/2017,,,0,0,0,,92,58,75,,,,,,,,
